128,12009457221,1
256,3371129591,1
512,1054266209,1
1024,401296923,1
2048,191392568,1
128,11767414877,2
256,3296317673,2
512,1020751918,2
1024,378315075,2
2048,172620078,2
128,11609246517,3
256,3329279572,3
512,1051972836,3
1024,399331565,3
2048,186360725,3
