128,1083894512,1
256,623339217,1
512,319391493,1
1024,192616222,1
2048,130653006,1
128,1105853807,0
256,585105284,0
512,325777344,0
1024,195882200,0
2048,130632564,0
128,1104741789,0
256,585309110,0
512,325506858,0
1024,195787772,0
2048,130503220,0
128,1103682873,0
256,584329083,0
512,325003584,0
1024,195375367,0
2048,130219659,0
