4, 1789000
4, 5640000
4, 2264000
4, 2069000
4, 1975000
4, 2178000
4, 2186000
4, 2119000
4, 2220000
4, 2065000
4, 2201000
4, 2081000
4, 2092000
4, 2234000
4, 2136000
4, 1913000
4, 2104000
4, 2275000
4, 2005000
4, 2093000
4, 2173000
4, 2125000
4, 2162000
4, 2267000
4, 2227000
4, 2015000
4, 2190000
4, 2219000
4, 2284000
4, 2108000
4, 2299000
4, 2068000
4, 2299000
4, 2330000
4, 2285000
4, 2186000
4, 2219000
4, 2193000
4, 2085000
4, 2108000
4, 2234000
4, 2087000
4, 2123000
4, 2214000
4, 2086000
4, 2224000
4, 2115000
4, 1883000
4, 2128000
4, 2193000
4, 2207000
4, 2183000
4, 2080000
4, 2207000
4, 2075000
4, 2249000
4, 2176000
4, 2036000
4, 2027000
4, 2194000
4, 2163000
4, 2267000
4, 2086000
4, 2159000
4, 2207000
4, 2259000
4, 2133000
4, 2142000
4, 2194000
4, 2133000
4, 2192000
4, 2182000
4, 1980000
4, 3883000
4, 2111000
4, 2229000
4, 2212000
4, 2192000
4, 2077000
4, 2090000
4, 2068000
4, 2155000
4, 2313000
4, 2174000
4, 2252000
4, 2172000
4, 2225000
4, 2176000
4, 2043000
4, 2252000
4, 2142000
4, 2143000
4, 2041000
4, 2193000
4, 2044000
4, 2224000
4, 1978000
4, 2052000
4, 2117000
4, 2248000
4, 1990000
4, 2113000
4, 2197000
4, 2143000
4, 2199000
4, 2072000
4, 2015000
4, 2170000
4, 2263000
4, 2200000
4, 2045000
4, 2233000
4, 2195000
4, 2178000
4, 2160000
4, 2176000
4, 2020000
4, 2182000
4, 2064000
4, 2165000
4, 2142000
4, 2206000
4, 2341000
4, 2143000
4, 2308000
4, 7926000
4, 4149000
4, 2278000
4, 2111000
4, 2151000
4, 2164000
4, 2304000
4, 2212000
4, 2189000
4, 2290000
4, 2150000
4, 2064000
4, 2088000
4, 1975000
4, 1936000
4, 2209000
4, 2039000
4, 2088000
4, 2067000
4, 2211000
4, 2245000
4, 2306000
4, 2231000
4, 2217000
4, 2087000
4, 2015000
4, 2240000
4, 2167000
4, 1894000
4, 2262000
4, 2189000
4, 2016000
4, 2234000
4, 2135000
4, 2104000
4, 2122000
4, 2110000
4, 2180000
4, 2271000
4, 2221000
4, 2134000
4, 2074000
4, 2255000
4, 2171000
4, 2076000
4, 2167000
4, 2136000
4, 2242000
4, 2150000
4, 2016000
4, 2241000
4, 2237000
4, 2064000
4, 1850000
4, 2127000
4, 2130000
4, 2175000
4, 2216000
4, 2208000
4, 2247000
4, 2252000
4, 2298000
4, 2240000
4, 2155000
4, 2219000
4, 2235000
4, 2045000
4, 2165000
4, 2136000
4, 1945000
4, 2292000
4, 2059000
4, 2196000
4, 2230000
4, 2223000
4, 1900000
4, 2320000
4, 2206000
4, 2245000
4, 1967000
4, 2195000
4, 3627000
4, 2199000
4, 2148000
4, 2265000
4, 2141000
4, 2230000
4, 2271000
4, 2079000
4, 2237000
4, 2193000
4, 2268000
4, 2061000
4, 1910000
4, 2258000
4, 1898000
4, 2319000
4, 2051000
4, 2038000
4, 2098000
4, 2120000
4, 2281000
4, 2155000
4, 2195000
4, 2250000
4, 2176000
4, 2215000
4, 2242000
4, 2153000
4, 2142000
4, 2158000
4, 2228000
4, 2206000
4, 2185000
4, 2143000
4, 2177000
4, 2245000
4, 2266000
4, 2230000
4, 2065000
4, 2154000
4, 2061000
4, 1915000
4, 1984000
4, 2280000
4, 1969000
4, 2243000
4, 2087000
4, 2026000
4, 2275000
4, 2183000
4, 2184000
4, 2120000
4, 6877000
4, 2248000
4, 2187000
4, 2205000
4, 2077000
4, 2239000
4, 2078000
4, 2277000
4, 2265000
4, 2303000
4, 2223000
4, 2118000
4, 2274000
4, 2275000
4, 2073000
4, 2224000
4, 2170000
4, 2246000
4, 2162000
4, 2251000
