2, 141000
2, 56000
2, 50000
2, 51000
2, 51000
2, 49000
2, 50000
2, 52000
2, 52000
2, 57000
2, 53000
2, 52000
2, 50000
2, 51000
2, 53000
2, 51000
2, 55000
2, 50000
2, 52000
2, 50000
2, 47000
2, 49000
2, 50000
2, 51000
2, 51000
4, 162000
4, 90000
4, 90000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
4, 89000
7, 2858000
7, 213000
7, 160000
7, 159000
7, 154000
7, 164000
7, 151000
7, 164000
7, 151000
7, 161000
7, 150000
7, 162000
7, 150000
7, 163000
7, 150000
7, 162000
7, 161000
7, 163000
7, 154000
7, 150000
7, 157000
7, 153000
7, 157000
7, 146000
7, 160000
