128,943281487,1
256,499273662,1
512,277354381,1
1024,166356328,1
2048,110250979,1
128,945314593,2
256,500376096,2
512,278243953,2
1024,166956915,2
2048,110302144,2
128,944454282,3
256,499880180,3
512,277822714,3
1024,166501431,3
2048,110238241,3
